"code","group","desc"
"19933","C0420615","DISO","Patient not examined"
"19934","Other lab:1400020821","Other lab","uric acid (v2<3/21/12)"
"19935","C0085166","DISO","Bacterial Vaginosis"
"19936","C0123931","CHEM","irinotecan"
"19937","C0150150","PROC","Administration of blood product"
"19938","C0278839","DISO","Recurrent Skin Carcinoma"
"19939","C0376338","DISO","Diagnosis, Psychiatric"
"19940","C0581323","DISO","Clavicle pain"
"19941","C0750934","PROC","Arthroscopic Surgical Procedures"
"19942","C0054853","CHEM","Catalin"
"19943","C0265286","DISO","Dyggve-Melchior-Clausen syndrome"
"19944","C0395688","PROC","Mastoid operation"
"19945","C0419707","PROC","Pneumococcal vaccination"
"19946","C0520908","DISO","Absence of nausea and vomiting"
"19947","Other lab:1400076486","Other lab","urine protein"
"19948","C0144576","CHEM","Paclitaxel"
"19949","C0154744","DISO","Lesion of radial nerve"
"19950","C0241410","ACTI","Chews tobacco"
"19951","C0424744","DISO","Warm hands"
"19952","C1271005","DISO","Normal appearance (finding)"
"19953","C0151785","DISO","Disease of mucous membrane"
"19954","C0162731","PROC","Scanning Transmission Electron Microscopy Procedures"
"19955","C0426711","DISO","Sounds in abdomen"
"19956","C1739768","CHEM","rivaroxaban"
"19957","C2133560","DISO","bathing and personal hygiene"
"19958","C0011684","CHEM","Designer Drugs"
"19959","C0030927","CHEM","Peptichemio"
"19960","C0067012","CHEM","Mycolog"
"19961","C0435943","DISO","Metatarsal bone fracture"
"19962","C2051384","DISO","patient accompanied by son"
"19963","C0152235","DISO","Congenital genu recurvatum"
"19964","C1511835","CHEM","Corson"
"19965","Other lab:1400029849","Other lab","uric acid"
"19966","C0027427","DISO","Nasal headache"
"19967","C0589068","CHEM","Ingestible alcohol"
"19968","C2126089","DISO","weak grip"
"19969","Other lab:1000066638","Other lab","beta (pe)"
"19970","C0036883","CHEM","Sex Hormone-Binding Globulin"
"19971","C0339026","PROC","Intracapsular cataract extraction"
"19972","C0744212","DISO","FOUND DOWN"
"19973","Other lab:1200016953","Other lab","pco2(dced 2.26.18"
"19974","C0016065","DISO","Polyostotic fibrous dysplasia"
"19975","C0683294","PHYS","self-respect"
"19976","Other lab:1400010931","Other lab","urine glucose"
"19977","C0018852","DISO","Heavy Chain Disease"
"19978","C0149524","DISO","Acute prostatitis"
"19979","C0271583","DISO","ACTH Deficiency, Isolated"
"19980","C0393735","DISO","Headache Disorders"
"19981","C0553580","DISO","Ewings sarcoma"
"19982","C1261415","PHEN","Serum insulin result"
"19983","Other lab:1000002599","Other lab","occult blood (fit) #3 of 3"
"19984","C0008475","DISO","Chondromalacia Patellae"
"19985","C0019054","DISO","Hemolysis (disorder)"
"19986","C0565315","PROC","Gastric Antrectomy"
"19987","C0745140","DISO","HYPERTHYROID"
"19988","C0750457","DISO","WRIST STRAIN"
"19989","C0855279","PROC","Crossmatch"
"19990","Other lab:800026085","Other lab","segs % (manual)"
"19991","C0425559","DISO","Does not snore"
"19992","C1287690","DISO","Finding of venous pressure"
"19993","Other lab:1200019571","Other lab","urine glucose"
"19994","C0178422","DISO","Cramp in foot"
"19995","C0039504","DISO","Tendon Injuries"
"19996","C0185044","PROC","Surgical avulsion"
"19997","C0556394","DISO","Smokes drugs"
"19998","C0605331","CHEM","T-82"
"19999","Other lab:1200002549","Other lab","protein,total"
"20000","Other lab:800219521","Other lab","globulin"
"20001","C0022026","CHEM","Iopamidol"
"20002","C0348393","DISO","Malignant tumor of lymphoid hemopoietic and related tissue"
"20003","C0699352","CHEM","Estrace"
"20004","C0742615","DISO","colon (non-specific) polyps multiple"
"20005","C1706406","PROC","Debulking Procedure"
"20006","C0193867","PROC","Excision of axillary lymph nodes"
"20007","C0231749","DISO","Knee pain"
"20008","C0700327","DISO","Memory observations"
"20009","C0700889","CHEM","Healon"
"20010","C0853573","DISO","X-ray normal"
"20011","C1393529","DISO","vascular complications"
"20012","C1880165","CHEM","Concentrate Dosage Form"
"20013","Other lab:1200012414","Other lab","hypochromia"
"20014","C0008525","DISO","Choroideremia"
"20015","C0042025","DISO","Urinary Stress Incontinence"
"20016","C0084453","CHEM","salmon oil"
"20017","C0236396","PROC","Serum cortisol measurement"
"20018","C0339094","DISO","Laceration of eyelid (disorder)"
"20019","C0558176","DISO","Gastric reflux finding"
"20020","C1260959","DISO","Drusen"
"20021","Other lab:1400037043","Other lab","imm gran #"
"20022","C0016977","DISO","Gall Bladder Diseases"
"20023","C0037167","CHEM","Sincalide"
"20024","C0085826","CHEM","Antiplatelet Agents"
"20025","C0883281","PROC","Views for patency check"
"20026","C2051412","DISO","patient appears awake"
"20027","Other lab:1400047687","Other lab","urobilinogen"
"20028","C0722401","CHEM","PALS chlorophyll copper complex"
"20029","C2700257","PROC","Vitamin D2 Measurement"
"20030","C0017622","CHEM","Gliadin"
"20031","C0162299","DISO","Cyst of thyroid"
"20032","C0939393","CHEM","Myobloc"
"20033","Other lab:1000119819","Other lab","t chol/hdl ratio (calc)"
"20034","Other lab:1400069762","Other lab","gr# auto"
"20035","C0027866","CHEM","Neuromuscular Blocking Agents"
"20036","C0149969","DISO","PHENYTOIN TOXICITY"
"20037","C0279290","PROC","cyclophosphamide/doxorubicin/lomustine protocol"
"20038","C0542317","DISO","Character trait observations of affective stability"
"20039","C0947326","PROC","Microbiology studies"
"20040","C1883175","PHEN","Material Stretched"
"20041","C0042872","CHEM","Vitamin D-Binding Protein"
"20042","C0002996","PROC","Angioplasty, Balloon"
"20043","C0021118","PHYS","Imprinting (Psychology)"
"20044","C0474396","DISO","Sleep behavior finding"
"20045","C0524850","PROC","Neurosurgical Procedures"
"20046","C0939879","CHEM","Lavender extract"
"20047","C0234529","DISO","Dressing Apraxia"
"20048","C0390423","CHEM","Angiotensin II Receptor, Type 2"
"20049","C0729203","CHEM","Omnipaque"
"20050","C0110399","CHEM","Coe-Soft denture lining material"
"20051","C0260914","DISO","Encounter for screening for malignant neoplasm of cervix"
"20052","C0070203","CHEM","pectin"
"20053","C0206492","CHEM","Antibodies, Bispecific"
"20054","C0392098","DISO","Encounter due to lung transplant status"
"20055","C0851262","PROC","destruction of skin"
"20056","C0237167","DISO","Language Barriers"
"20057","C0368676","PROC","Antibody screen"
"20058","C0578370","DISO","Does move in bed"
"20059","C0627019","CHEM","HT 74"
"20060","C0725304","CHEM","Barrier Ointment"
"20061","C0791514","CHEM","Chlorhexidine Gluconate Solution"
"20062","C0016507","DISO","Foot Deformities, Acquired"
"20063","C0036980","DISO","Shock, Cardiogenic"
"20064","C0192589","PROC","Incision of small intestine"
"20065","C0237137","DISO","foul odor"
"20066","C0264906","DISO","Second degree atrioventricular block"
"20067","C0339543","DISO","Epiretinal Membrane"
"20068","C0454352","PROC","Trunk exercises"
"20069","C0561995","DISO","Does move leg"
"20070","C0280109","PROC","cyclophosphamide/doxorubicin/etoposide/interleukin-2"
"20071","C0302821","CHEM","Contour Alloy"
"20072","C0026826","DISO","Muscle Hypertonia"
"20073","C0268005","DISO","Hyposmolality syndrome"
"20074","C1301922","DISO","Patient in room"
"20075","C0162818","DISO","Skin Diseases, Papulosquamous"
"20076","C0581880","DISO","Morning headache"
"20077","C0746884","DISO","NEUTROPHILS INCREASED"
"20078","C0848811","DISO","history of fainting"
"20079","C1313905","DISO","rndx fluid volume deficit"
"20080","C1318969","DISO","Post-op diagnosis"
"20081","C1443014","CHEM","Dog antigen"
"20082","C1851710","DISO","LATERAL MENINGOCELE SYNDROME"
"20083","Other lab:800033543","Other lab","variant lymphocytes"
"20084","Other lab:1000007021","Other lab","schistocytes"
"20085","C0588007","DISO","Moderate depression"
"20086","C0027947","DISO","Neutropenia"
"20087","Other lab:1000050164","Other lab","occult blood card 2 before 3/16/11"
"20088","C0054696","CHEM","carbohydrate-deficient transferrin"
"20089","C0373917","PROC","HIV-2 Antibody Measurement"
"20090","Other lab:1200094310","Other lab","immature granulocytes %"
"20091","C0016642","PROC","Fracture Fixation, Internal"
"20092","C0026858","DISO","Musculoskeletal Pain"
"20093","C0050063","CHEM","8-chloro-cyclic adenosine monophosphate"
"20094","C0455911","DISO","Good stream of urine"
"20095","C0859887","DISO","Positional dizziness"
"20096","C1332347","DISO","Atypical Ductal Breast Hyperplasia"
"20097","C0003646","PHYS","Aptitude"
"20098","C0699512","CHEM","Dilantin"
"20099","C0221722","DISO","Muscle movement involuntary"
"20100","C1976695","DISO","Resident made negative statements"
"20101","Other lab:1200082056","Other lab","protein,total (5/98-11/08)"
"20102","C0068218","CHEM","N-nitrosoiminodiacetic acid"
"20103","C0178609","PHYS","ego/superego/id"
"20104","C0235081","DISO","Tremor, Limb"
"20105","C0442737","DISO","Not detected"
"20106","C0517627","DISO","Infection status"
"20107","C0520888","DISO","Inverted T wave"
"20108","C0721242","CHEM","Klor-Con"
"20109","C0158267","DISO","Intervertebral disc disorder with myelopathy"
"20110","C1963091","DISO","Diarrhea, CTCAE"
"20111","Other lab:1000071351","Other lab","occult blood (fit) #3 (dc'd 2017) of 3"
"20112","C0000735","DISO","Abdominal Neoplasms"
"20113","C0039807","PROC","Thermodilution"
"20114","C0519186","PROC","Multiple sleep latency test"
"20115","C0836924","DISO","Thrombocytosis"
"20116","C1366678","CHEM","ORC3 protein, human"
"20117","C0424639","DISO","Height / growth measure"
"20118","C0516750","DISO","side to side"
"20119","Other lab:1200083135","Other lab","occult blood 3"
"20120","C0455272","PROC","Serum urate measurement"
"20121","C0035856","CHEM","Rosaniline Dyes"
"20122","C0184642","PROC","Bedrest care"
"20123","C0262030","DISO","Assault by other specified means"
"20124","C0407178","PROC","Stretching of muscle"
"20125","C0427001","DISO","Gross movement of body and limbs"
"20126","C0687152","DISO","Does cough"
"20127","C1161331","CHEM","Saccharum officinale, sucrose, cane sugar, Homeopathic preparation"
"20128","C2012701","DISO","gums symptoms"
"20129","C0015258","PROC","Evisceration - action"
"20130","C0558347","PROC","Surgical revision"
"20131","C0021141","DISO","Inappropriate ADH Syndrome"
"20132","C0206076","DISO","Reproductive History"
"20133","C0002594","CHEM","Transaminases"
"20134","C0030793","DISO","Pelvic Neoplasms"
"20135","C0061308","CHEM","Glia Maturation Factor"
"20136","C0086133","DISO","Depressive Syndrome"
"20137","C0749566","DISO","toenail infection fungal"
"20138","C0010072","DISO","Coronary Thrombosis"
"20139","C1096702","PROC","Kinesitherapy"
"20140","C0018809","DISO","Heart Neoplasm"
"20141","Other lab:1400064767","Other lab","urine protein (pre 7/10/2020)"
"20142","C0234987","DISO","Postural dizziness"
"20143","C0266813","PHEN","Fecal occult blood: positive"
"20144","C0426970","DISO","Spastic Quadriplegia"
"20145","C1839568","DISO","Impaired gait"
"20146","Other lab:1200040055","Other lab","gran  %"
"20147","Other lab:1000004932","Other lab","urine glucose"
"20148","Other lab:1400023084","Other lab","hepatitis c ab"
"20149","C0272869","DISO","Sprain of shoulder"
"20150","C0201931","PROC","Carbon dioxide measurement, partial pressure"
"20151","C0428606","PROC","Osmolal gap measurement"
"20152","Other lab:1000094940","Other lab","uric acid"
"20153","Other lab:1200099586","Other lab","poc po2"
"20154","C0243031","PHEN","Single-Stranded Conformational Polymorphism"
"20155","C0281019","CHEM","monoclonal antibody L6"
"20156","C0030015","CHEM","Oxides"
"20157","C0185306","PROC","Synovectomy of tendon sheath"
"20158","C0558261","DISO","Terrified"
"20159","C0576978","DISO","Oral cavity problem"
"20160","PheCode:278.4","PheCode","abnormal weight gain"
"20161","Other lab:1200083031","Other lab","leukocyte esterase"
"20162","C0158461","DISO","Acquired claw foot"
"20163","C0260663","DISO","Other ear problems"
"20164","C0268344","DISO","Ehlers-Danlos syndrome 6B"
"20165","C0428223","PROC","Carbamazepine blood level measurement"
"20166","C0449426","DISO","Source of infection"
"20167","C1515333","CHEM","Tetanus Toxoid Helper Peptide"
"20168","C0137914","CHEM","Polyethylene"
"20169","C0700233","PROC","PANORAMIC FILM"
"20170","C1697794","CHEM","Liquid Dosage Form"
"20171","C0574002","DISO","Edema of foot (finding)"
"20172","C2136078","DISO","recent legal problems"
"20173","C0748089","DISO","Parathyroid hormone concentration above normal range"
"20174","C2945580","DISO","Poor self-esteem (finding)"
"20175","Other lab:800047333","Other lab","retic#"
"20176","C0342582","DISO","Pseudohyponatremia"
"20177","C2222792","DISO","occupational therapy potential"
"20178","C0457433","DISO","Right hemiplegia"
"20179","C1690964","DISO","cataract on exam (physical finding)"
"20180","Other lab:1200111814","Other lab","creatinine-uds"
"20181","C0274193","DISO","Burn of tongue"
"20182","C1445771","CHEM","Menthol / methyl salicylate"
"20183","Other lab:1200087963","Other lab","other cells(d/c,6/2/14)"
"20184","C0024489","PROC","Magnetoencephalography"
"20185","C0085676","DISO","in tub bath"
"20186","C0206073","DISO","Domestic Violence"
"20187","C0400847","DISO","Ileal Stenosis"
"20188","C0586558","DISO","Toenail thickened"
"20189","C0079773","DISO","Lymphoma, T-Cell, Cutaneous"
"20190","Other lab:1200006546","Other lab","poikilocytosis"
"20191","C0376379","DISO","Gingivostomatitis, Herpetic"
"20192","C0948923","PROC","Fluoroscopic angiography of cerebral artery"
"20193","C1441586","PROC","Fick"
"20194","C1963235","DISO","Sick Sinus Syndrome, CTCAE"
"20195","C0580847","DISO","Does not pull"
"20196","C0019372","DISO","Herpesviridae Infections"
"20197","C0027561","PROC","Negative Reinforcement"
"20198","C0202762","PROC","Magnetic Resonance Imaging (MRI) of Neck"
"20199","C1265853","DISO","Peripheral degeneration"
"20200","Other lab:800075287","Other lab","hepatitis c antibody"
"20201","C0035258","DISO","Restless Legs Syndrome"
"20202","C0238943","DISO","CERVICAL FIXATION"
"20203","C0034761","CHEM","Reagins"
"20204","C0241358","DISO","Increased testosterone"
"20205","C0455980","DISO","History/symptoms"
"20206","Other lab:800232821","Other lab","ipf%"
"20207","C0031516","CHEM","Pheromone"
"20208","C0274677","DISO","Poisoning by chlordiazepoxide"
"20209","C0017786","CHEM","Glutamate Dehydrogenase"
"20210","C0556374","DISO","Drunk driving"
"20211","Other lab:800017363","Other lab","urine glucose"
"20212","Other lab:1200087923","Other lab","occult blood 2"
"20213","C1313906","DISO","Epithelial cells present"
"20214","C1442940","CHEM","Primrose antigen"
"20215","C0108187","CHEM","Calnexin"
"20216","C0457545","PROC","Creative therapy"
"20217","C0030474","ACTI","Paranoid Behavior"
"20218","C0432966","DISO","Open wound of wrist"
"20219","C0577304","DISO","Single lesion"
"20220","C0577041","DISO","Anal tone normal"
"20221","Other lab:1200009246","Other lab","uric acid"
"20222","C0009871","CHEM","Contraceptive Agents"
"20223","C0333666","DISO","Steroid atrophy"
"20224","Other lab:1200034216","Other lab","ur creatinine"
"20225","C0272428","DISO","Injury of anterior neck"
"20226","C0240546","DISO","cellulitis of nose"
"20227","C0721015","CHEM","I-Vite"
"20228","C0007555","CHEM","Cefotetan"
"20229","C0042880","DISO","Vitamin K Deficiency"
"20230","C1829712","CHEM","LDL 3"
"20231","C0007681","CHEM","Central Nervous System Depressants"
"20232","C0021874","DISO","Intracranial abscess"
"20233","C0239212","DISO","Erythema ear"
"20234","C0438398","DISO","Flap failure"
"20235","C0301503","CHEM","rabies immune globulin, human"
"20236","LOINC:41499-5","LOINC","legionella pneumophila 1 ag [presence] in urine by immunoassay"
"20237","C0019737","CHEM","HLA-B Antigens"
"20238","C0474366","DISO","Generalized Headache"
"20239","Other lab:1200001376","Other lab","myelo%(man)"
"20240","C0678143","CHEM","Zithromax"
"20241","C0730126","PROC","Debridement of ulcer"
"20242","C0517660","DISO","Assessment of passive left elbow joint movement"
"20243","C0102840","CHEM","aluminum chloride"
"20244","C0621452","CHEM","Day Nurse"
"20245","C0699201","CHEM","Dolobid"
"20246","C0149846","DISO","Achilles bursitis"
"20247","C0388929","CHEM","Prodigy"
"20248","C2189246","PROC","venous anion gap (lab test)"
"20249","C0459424","DISO","Abnormal result"
"20250","Other lab:1000000277","Other lab","o2(sat)-rc"
"20251","Other lab:800002702","Other lab","eos #"
"20252","C0396568","PROC","Wedge excision of lung"
"20253","C0241041","DISO","shoulder rash"
"20254","C0001655","CHEM","Corticotropin"
"20255","C0333044","DISO","Posterior displacement"
"20256","Other lab:1400061717","Other lab","segs"
"20257","Other lab:1000018566","Other lab","macrocytes"
"20258","C0007649","CHEM","Cellulose, Oxidized"
